"";"Идентификатор";"Комнатность";"Новостройка";"Метро.Район";"Время.до.метро";"Этаж";"Этажность";"Площадь.общая"
"1407";24002386;2;"Нет";"Киевская";10;46;47;100
"1408";24002084;2;"Нет";"Киевская";10;46;47;101
"1409";24002387;2;"Нет";"Киевская";10;46;47;100
"1410";24002085;2;"Нет";"Киевская";10;46;47;100
"1411";24001812;3;"Да";"Киевская";10;46;47;100
"1412";24043235;3;"Нет";"Чистые пруды";NA;2;5;118
"1413";24013335;3;"Да";"Серпуховская";10;9;17;114
"1414";24013334;3;"Да";"Серпуховская";10;9;17;114
"1415";23966432;3;"Да";"Курская";NA;2;9;129
"1416";24013336;3;"Да";"Добрынинская";10;9;17;117
"1417";24047751;3;"Нет";"Тверская";NA;5;7;84
"1418";23647857;3;"Нет";"Киевская";5;2;NA;159
"1419";24005263;3;"Да";"Серпуховская";10;9;14;117
"1420";24005262;3;"Да";"Серпуховская";10;9;14;117
"1421";24001957;3;"Да";"Октябрьская";10;9;14;117
"1422";23866928;4;"Нет";"Киевская";20;6;32;121
"1423";24002942;4;"Да";"Серпуховская";10;3;9;135
"1424";24005264;3;"Да";"Серпуховская";10;9;14;116
"1425";23993741;2;"Да";"Парк культуры";10;6;6;98
"1426";24043243;3;"Нет";"Проспект Мира";3;2;14;132
"1427";24008667;4;"Да";"Добрынинская";10;3;12;134
"1428";24043482;4;"Нет";"Октябрьская";10;4;12;133
"1429";24005267;3;"Да";"Серпуховская";10;9;14;116
"1430";24013337;3;"Да";"Серпуховская";10;9;17;114
"1431";24013339;3;"Да";"Добрынинская";10;9;17;117
"1432";24013338;3;"Да";"Добрынинская";10;9;17;117
"1433";24007225;3;"Да";"Добрынинская";10;9;14;123
"1434";24001921;3;"Да";"Добрынинская";10;9;14;123
"1435";24001867;3;"Да";"Добрынинская";10;9;14;123
"1436";24013157;3;"Да";"Киевская";10;19;32;129
"1437";24013156;3;"Да";"Киевская";10;19;32;129
"1438";24013340;3;"Да";"Серпуховская";10;9;17;114
"1439";24013070;3;"Да";"Киевская";10;10;47;130
"1440";24013071;3;"Да";"Киевская";10;10;47;130
"1441";24008049;1;"Нет";"Киевская";10;46;47;98
"1442";24043747;3;"Нет";"Арбатская";NA;NA;NA;80
"1443";23960904;3;"Нет";"Баррикадная";5;8;11;98
"1444";22310955;4;"Нет";"Парк культуры";8;6;6;101
"1445";23966427;3;"Да";"Курская";NA;5;9;114
"1446";24013059;2;"Да";"Киевская";10;47;47;99
"1447";20513638;3;"Нет";"Пушкинская";NA;4;7;85
"1448";23229671;3;"Нет";"Киевская";NA;6;24;105
"1449";24001868;3;"Да";"Добрынинская";10;9;14;116
"1450";24001922;3;"Да";"Добрынинская";10;9;14;116
"1451";24007228;3;"Да";"Добрынинская";10;9;14;116
"1452";24013352;4;"Да";"Добрынинская";10;3;17;134
"1453";24013351;4;"Да";"Добрынинская";10;3;17;134
"1454";23805691;4;"Нет";"Чистые пруды";7;2;3;163
"1455";24001958;3;"Да";"Октябрьская";10;9;14;116
"1456";24013297;2;"Да";"Октябрьская";10;5;17;106
"1457";24005224;2;"Да";"Серпуховская";10;5;14;106
"1458";24001854;2;"Да";"Добрынинская";10;5;14;106
"1459";24001908;2;"Да";"Добрынинская";10;5;14;106
"1460";24001947;2;"Да";"Октябрьская";10;5;14;106
"1461";24007218;2;"Да";"Добрынинская";10;5;14;106
"1462";24013296;2;"Да";"Октябрьская";10;5;17;106
"1463";24001813;3;"Да";"Добрынинская";10;5;14;106
"1464";24013159;3;"Да";"Киевская";10;18;32;114
"1465";24013158;3;"Да";"Киевская";10;18;32;114
"1466";24001615;4;"Да";"Октябрьская";10;4;13;135
"1467";24001872;4;"Да";"Добрынинская";10;4;14;135
"1468";24001926;4;"Да";"Добрынинская";10;4;14;135
"1469";24007229;4;"Да";"Добрынинская";10;4;14;135
"1470";24008664;3;"Да";"Добрынинская";10;10;12;130
"1471";24001828;3;"Да";"Серпуховская";10;10;17;130
"1472";24007226;3;"Да";"Добрынинская";10;10;14;130
"1473";24001869;3;"Да";"Добрынинская";10;10;14;130
"1474";24001923;3;"Да";"Добрынинская";10;10;14;130
"1475";24001959;3;"Да";"Октябрьская";10;10;14;130
"1476";24005268;3;"Да";"Серпуховская";10;10;14;130
"1477";24013341;3;"Да";"Добрынинская";10;9;17;118
"1478";24001960;3;"Да";"Октябрьская";10;9;14;117
"1479";23852560;2;"Нет";"Таганская";7;2;9;90
"1480";24002134;3;"Нет";"Киевская";10;5;10;116
"1481";24002133;3;"Нет";"Киевская";10;5;10;116
"1482";24002136;3;"Нет";"Киевская";10;5;10;116
"1483";24002135;3;"Нет";"Киевская";10;5;10;116
"1484";24002421;3;"Нет";"Киевская";10;5;10;116
"1485";24002422;3;"Нет";"Киевская";10;5;10;116
"1486";24013162;3;"Да";"Киевская";10;5;32;117
"1487";24013163;3;"Да";"Киевская";10;5;32;117
"1488";24002424;3;"Нет";"Киевская";10;1;10;151
"1489";24002423;3;"Нет";"Киевская";10;1;10;151
"1490";24002426;3;"Нет";"Киевская";10;1;10;151
"1491";24002425;3;"Нет";"Киевская";10;1;10;151
"1492";24002140;3;"Нет";"Киевская";10;1;10;151
"1493";24002137;3;"Нет";"Киевская";10;1;10;151
"1494";24013164;3;"Да";"Киевская";10;1;32;152
"1495";24002139;3;"Нет";"Киевская";10;1;10;151
"1496";24002138;3;"Нет";"Киевская";10;1;10;151
"1497";24013161;2;"Да";"Киевская";10;28;32;103
"1498";24006225;3;"Да";"Октябрьская";10;11;12;120
"1499";24002944;3;"Да";"Серпуховская";10;11;12;120
"1500";24001961;3;"Да";"Октябрьская";10;11;14;121
"1501";24002037;3;"Да";"Добрынинская";10;11;13;120
"1502";24002061;3;"Да";"Октябрьская";10;11;14;120
"1503";24002062;3;"Да";"Октябрьская";10;11;14;120
"1504";24001925;3;"Да";"Добрынинская";10;11;14;120
"1505";24006430;3;"Нет";"Серпуховская";10;11;12;120
"1506";24001590;3;"Да";"Октябрьская";10;11;13;120
"1507";24005269;3;"Да";"Серпуховская";10;11;14;121
"1508";24007237;3;"Да";"Добрынинская";10;11;14;120
"1509";24007236;3;"Да";"Добрынинская";10;11;14;120
"1510";24042905;3;"Нет";"Таганская";NA;2;7;89
"1511";24003501;3;"Нет";"Октябрьская";10;11;12;121
"1512";24001871;3;"Да";"Добрынинская";10;11;14;120
"1513";24003462;3;"Да";"Октябрьская";10;11;12;120
"1514";24003796;3;"Да";"Октябрьская";10;11;12;120
"1515";24001832;3;"Да";"Серпуховская";10;11;17;120
"1516";24007231;3;"Да";"Добрынинская";10;5;14;135
"1517";24001870;3;"Да";"Добрынинская";10;5;14;135
"1518";24001924;3;"Да";"Добрынинская";10;5;14;135
"1519";24013165;3;"Да";"Киевская";10;3;32;152
"1520";24042544;4;"Нет";"Арбатская";NA;1;5;88
"1521";24011119;3;"Нет";"Киевская";10;31;47;122
"1522";24013072;3;"Да";"Киевская";10;31;47;122
"1523";22893633;4;"Нет";"Киевская";7;5;22;136
"1524";24001963;3;"Да";"Октябрьская";10;9;14;124
"1525";24005270;3;"Да";"Серпуховская";10;9;14;124
"1526";24013129;3;"Да";"Киевская";10;4;7;148
"1527";23686653;7;"Нет";"Смоленская";12;2;4;172
"1528";24013130;3;"Да";"Киевская";10;6;7;150
"1529";24013131;3;"Да";"Киевская";10;6;7;150
"1530";22123033;3;"Нет";"Краснопресненская";10;7;11;118
"1531";24042917;3;"Нет";"Баррикадная";7;9;12;124
"1532";23175019;4;"Нет";"Маяковская";2;5;7;118
"1533";23448699;4;"Нет";"Смоленская";5;2;5;116
"1534";23448700;4;"Нет";"Кропоткинская";5;2;5;116
"1535";23175021;5;"Нет";"Маяковская";2;5;7;118
"1536";24031969;5;"Нет";"Сухаревская";5;5;8;136
"1537";24013061;2;"Да";"Киевская";10;46;47;99
"1538";24013060;2;"Да";"Киевская";10;46;47;99
"1539";24013062;2;"Да";"Киевская";10;38;47;109
"1540";24013074;3;"Да";"Киевская";10;38;47;109
"1541";24011121;3;"Нет";"Киевская";10;38;47;108
"1542";24013073;3;"Да";"Киевская";10;38;47;109
"1543";24013353;4;"Да";"Серпуховская";10;10;17;138
"1544";24013342;3;"Да";"Серпуховская";10;9;17;124
"1545";24013343;3;"Да";"Серпуховская";10;9;17;124
"1546";23992593;2;"Нет";"Парк культуры";10;5;7;92
"1547";23149751;3;"Нет";"Киевская";NA;5;52;116
"1548";24005271;3;"Да";"Серпуховская";10;11;14;117
"1549";24013132;3;"Да";"Киевская";10;9;7;152
"1550";24013133;3;"Да";"Киевская";10;9;7;152
"1551";24002445;2;"Нет";"Киевская";10;46;47;98
"1552";24001789;2;"Нет";"Киевская";10;46;47;98
"1553";24001756;2;"Нет";"Киевская";10;45;49;98
"1554";24002365;2;"Нет";"Киевская";10;45;49;98
"1555";24001788;2;"Нет";"Киевская";10;46;47;98
"1556";24001787;2;"Нет";"Киевская";10;46;47;98
"1557";24002442;2;"Нет";"Киевская";10;46;47;98
"1558";24002443;2;"Нет";"Киевская";10;46;47;98
"1559";24002444;2;"Нет";"Киевская";10;46;47;98
"1560";24013168;3;"Да";"Киевская";10;22;32;146
"1561";24013167;3;"Да";"Киевская";10;22;32;146
"1562";24013354;4;"Да";"Добрынинская";10;5;17;139
"1563";21385515;2;"Нет";"Новокузнецкая";10;7;7;75
"1564";23859275;2;"Нет";"Маяковская";10;17;20;102
"1565";23949607;3;"Нет";"Лубянка";3;5;8;100
"1566";24014077;3;"Нет";"Сухаревская";5;5;5;110
"1567";23796453;3;"Да";"Октябрьская";5;17;29;131
"1568";23509042;4;"Нет";"Трубная";5;4;7;120
"1569";24043379;4;"Нет";"Менделеевская";NA;4;17;170
"1570";23796454;4;"Да";"Октябрьская";5;17;29;131
"1571";24003799;4;"Да";"Октябрьская";10;4;12;135
"1572";21774594;5;"Нет";"Смоленская";10;6;6;177
"1573";23128456;5;"Нет";"Сухаревская";5;5;8;150
"1574";23455308;5;"Нет";"Арбатская";10;3;6;148
"1575";23721064;5;"Нет";"Красные Ворота";3;6;7;154
"1576";24042943;5;"Нет";"Чистые пруды";5;1;6;170
"1577";24001834;4;"Да";"Серпуховская";10;4;17;135
"1578";24001964;4;"Да";"Октябрьская";10;4;18;136
"1579";24013170;3;"Да";"Киевская";10;20;32;133
"1580";24013169;3;"Да";"Киевская";10;20;32;133
"1581";23966434;3;"Да";"Курская";NA;5;9;122
"1582";24006247;3;"Да";"Октябрьская";10;10;12;137
"1583";24001962;3;"Да";"Октябрьская";10;5;14;135
"1584";23992072;3;"Да";"Октябрьская";10;7;14;83
"1585";24001592;3;"Да";"Октябрьская";10;10;12;137
"1586";24008668;3;"Да";"Добрынинская";10;10;12;137
"1587";24002036;3;"Да";"Октябрьская";10;10;12;137
"1588";24003503;4;"Да";"Октябрьская";10;10;12;138
"1589";24003464;4;"Нет";"Октябрьская";10;10;12;137
"1590";24001873;4;"Да";"Добрынинская";10;10;14;137
"1591";24003463;4;"Да";"Октябрьская";10;10;12;137
"1592";24001835;4;"Да";"Серпуховская";10;10;17;137
"1593";24003798;4;"Да";"Октябрьская";10;10;12;137
"1594";24006431;4;"Нет";"Серпуховская";10;10;12;137
"1595";24002948;4;"Да";"Серпуховская";10;10;12;137
"1596";24007238;4;"Да";"Добрынинская";10;10;14;137
"1597";24002063;4;"Да";"Октябрьская";10;10;14;137
"1598";24001927;4;"Да";"Добрынинская";10;10;14;137
"1599";24001965;4;"Да";"Октябрьская";10;10;14;138
"1600";24013345;3;"Да";"Добрынинская";10;4;17;135
"1601";24013344;3;"Да";"Добрынинская";10;4;17;135
"1602";24013356;4;"Да";"Серпуховская";10;3;17;145
"1603";24013355;4;"Да";"Серпуховская";10;3;17;145
"1604";24003858;4;"Да";"Октябрьская";10;3;12;146
"1605";24013171;3;"Да";"Киевская";10;9;32;155
"1606";24013346;3;"Да";"Серпуховская";10;11;17;117
"1607";24013347;3;"Да";"Серпуховская";10;11;17;117
"1608";24006248;4;"Да";"Октябрьская";10;6;12;148
"1609";24008669;4;"Да";"Добрынинская";10;6;12;148
"1610";24006432;4;"Нет";"Серпуховская";10;6;12;148
"1611";24031891;8;"Нет";"Пушкинская";3;5;6;170
"1612";24031892;8;"Нет";"Тверская";3;5;6;170
"1613";24042802;3;"Нет";"Чистые пруды";NA;1;10;105
"1614";24013075;3;"Да";"Киевская";10;32;47;121
"1615";24011123;3;"Нет";"Киевская";10;32;47;120
"1616";24001831;4;"Да";"Серпуховская";10;4;14;145
"1617";24001874;4;"Да";"Добрынинская";10;4;14;145
"1618";24001616;4;"Да";"Октябрьская";10;4;13;145
"1619";24007227;4;"Да";"Добрынинская";10;4;14;145
"1620";24001966;4;"Да";"Октябрьская";10;4;18;145
"1621";24001928;4;"Да";"Добрынинская";10;4;14;145
"1622";24013358;4;"Да";"Добрынинская";10;4;17;136
"1623";24013357;4;"Да";"Добрынинская";10;4;17;136
"1624";24013359;4;"Да";"Серпуховская";10;3;17;144
"1625";24011124;3;"Нет";"Киевская";10;33;47;120
"1626";23961007;5;"Нет";"Арбатская";5;4;5;123
"1627";24013076;3;"Да";"Киевская";10;33;47;121
"1628";24042522;2;"Нет";"Цветной бульвар";5;4;6;89
"1629";24043105;2;"Нет";"Маяковская";NA;9;16;115
"1630";21248350;4;"Нет";"Лубянка";5;5;8;105
"1631";24013348;3;"Да";"Добрынинская";10;8;17;126
"1632";24013349;3;"Да";"Добрынинская";10;8;17;126
"1633";23993650;2;"Да";"Парк культуры";10;5;6;99
"1634";24001875;4;"Да";"Добрынинская";10;3;14;154
"1635";24007230;4;"Да";"Добрынинская";10;3;14;154
"1636";24001929;4;"Да";"Добрынинская";10;3;14;154
"1637";22767450;8;"Нет";"Чистые пруды";3;2;7;211
"1638";23771700;3;"Нет";"Проспект Мира";2;2;14;111
"1639";24013350;3;"Да";"Серпуховская";10;5;17;135
"1640";23992563;2;"Нет";"Новокузнецкая";10;7;10;99
"1641";23993633;2;"Да";"Новокузнецкая";10;7;10;99
"1642";23992989;2;"Да";"Парк культуры";10;5;7;101
"1643";24013172;3;"Да";"Киевская";10;22;32;141
"1644";24001967;4;"Да";"Октябрьская";10;3;14;154
"1645";24001968;4;"Да";"Октябрьская";10;9;14;133
"1646";24043496;3;"Нет";"Таганская";10;6;16;124
"1647";24037650;4;"Нет";"Китай-город";3;4;6;128
"1648";23878360;4;"Нет";"Курская";12;3;6;141
"1649";24013134;3;"Да";"Киевская";10;6;7;151
"1650";24001931;4;"Да";"Добрынинская";10;9;14;132
"1651";24001876;4;"Да";"Добрынинская";10;9;14;132
"1652";24007232;4;"Да";"Добрынинская";10;9;14;132
"1653";24007233;4;"Да";"Добрынинская";10;9;14;132
"1654";24002126;3;"Нет";"Киевская";10;6;10;150
"1655";24002127;3;"Нет";"Киевская";10;6;10;150
"1656";24002125;3;"Нет";"Киевская";10;6;10;150
"1657";24002124;3;"Нет";"Киевская";10;6;10;150
"1658";24011140;4;"Нет";"Киевская";10;32;47;144
"1659";24013081;4;"Да";"Киевская";10;32;47;145
"1660";24013082;4;"Да";"Киевская";10;32;47;145
"1661";24001833;3;"Да";"Серпуховская";10;5;17;135
"1662";24011433;2;"Нет";"Чистые пруды";10;2;10;106
"1663";23994409;3;"Нет";"Третьяковская";10;1;3;106
"1664";23994417;3;"Нет";"Третьяковская";10;1;3;106
"1665";24043362;5;"Нет";"Смоленская";10;3;6;131
"1666";24013360;4;"Да";"Добрынинская";10;9;17;133
"1667";24013361;4;"Да";"Добрынинская";10;9;17;133
"1668";23718645;3;"Нет";"Цветной бульвар";5;2;8;116
"1669";23963943;4;"Нет";"Смоленская";5;5;11;160
"1670";24043734;5;"Нет";"Чистые пруды";7;4;6;118
"1671";24013135;3;"Да";"Киевская";10;9;7;148
"1672";24013136;3;"Да";"Киевская";10;9;7;148
"1673";23826330;4;"Нет";"Боровицкая";10;8;10;100
"1674";23834718;4;"Нет";"Библиотека им. Ленина";10;8;10;102
"1675";23991837;4;"Нет";"Кропоткинская";10;9;10;102
"1676";21455668;3;"Нет";"Маяковская";NA;3;5;126
"1677";23805690;6;"Нет";"Чистые пруды";5;2;NA;197
"1678";24042963;6;"Нет";"Кузнецкий Мост";5;2;5;190
"1679";24013137;3;"Да";"Киевская";10;4;7;152
"1680";23808450;4;"Нет";"Таганская";12;4;10;198
"1681";23808456;4;"Нет";"Таганская";5;3;NA;170
"1682";23878230;4;"Нет";"Таганская";5;3;31;198
"1683";23808454;5;"Нет";"Таганская";7;4;NA;198
"1684";23927146;5;"Нет";"Таганская";7;4;NA;198
"1685";23993651;3;"Да";"Парк культуры";10;3;6;118
"1686";24011432;2;"Нет";"Чистые пруды";10;3;10;100
"1687";24013174;3;"Да";"Киевская";10;7;32;152
"1688";21245322;3;"Нет";"Киевская";20;10;10;154
"1689";24043428;4;"Нет";"Кропоткинская";NA;2;10;100
"1690";23951746;4;"Нет";"Курская";5;7;7;127
"1691";23606977;7;"Нет";"Чистые пруды";15;4;4;200
"1692";24013184;4;"Да";"Киевская";10;13;32;160
"1693";24001932;4;"Да";"Октябрьская";10;6;14;154
"1694";24001877;4;"Да";"Октябрьская";10;6;14;154
"1695";24007234;4;"Да";"Октябрьская";10;6;14;154
"1696";24043087;2;"Нет";"Маяковская";NA;NA;NA;85
"1697";24043248;3;"Нет";"Таганская";NA;4;8;128
"1698";24013175;3;"Да";"Киевская";10;12;32;140
"1699";24013363;4;"Да";"Серпуховская";10;5;17;146
"1700";24013362;4;"Да";"Серпуховская";10;5;17;146
"1701";24002143;3;"Нет";"Киевская";10;24;30;153
"1702";24002141;3;"Нет";"Киевская";10;24;30;153
"1703";24002142;3;"Нет";"Киевская";10;24;30;153
"1704";24002428;3;"Нет";"Киевская";10;24;30;153
"1705";24002429;3;"Нет";"Киевская";10;24;30;153
"1706";24002427;3;"Нет";"Киевская";10;24;30;153
"1707";24002144;3;"Нет";"Киевская";10;24;30;153
"1708";24013176;3;"Да";"Киевская";10;6;32;156
"1709";23878585;3;"Нет";"Пушкинская";NA;3;8;100
"1710";24001969;4;"Да";"Октябрьская";10;6;14;154
"1711";24043724;2;"Нет";"Тверская";NA;2;2;70
"1712";24043681;4;"Нет";"Киевская";NA;7;15;110
"1713";23745093;2;"Нет";"Новослободская";NA;17;21;137
"1714";24013180;3;"Да";"Киевская";10;4;32;157
"1715";24042767;3;"Нет";"Октябрьская";NA;14;16;90
"1716";23818047;8;"Нет";"Пушкинская";5;3;6;190
"1717";24013181;3;"Да";"Киевская";10;16;32;139
"1718";24008224;4;"Да";"Киевская";10;18;47;154
"1719";23455531;5;"Нет";"Чистые пруды";NA;5;6;152
"1720";24013177;3;"Да";"Киевская";10;29;32;135
"1721";24013364;4;"Да";"Добрынинская";10;5;17;154
"1722";23993661;3;"Да";"Чкаловская";10;7;9;149
"1723";23784983;1;"Да";"Парк культуры";NA;6;6;75
"1724";23994378;3;"Да";"Новокузнецкая";10;3;5;122
"1725";23995395;1;"Нет";"Арбатская";10;2;6;73
"1726";23995396;1;"Нет";"Арбатская";10;2;6;73
"1727";20517243;1;"Нет";"Арбатская";NA;2;6;73
"1728";20570070;2;"Нет";"Александровский сад";NA;2;5;85
"1729";24011430;2;"Нет";"Чистые пруды";10;7;10;99
"1730";23995338;5;"Нет";"Арбатская";10;3;6;130
"1731";23995339;5;"Нет";"Арбатская";10;3;6;130
"1732";24008098;5;"Нет";"Арбатская";10;3;6;130
"1733";24042857;3;"Нет";"Киевская";NA;6;15;110
"1734";20516632;3;"Нет";"Новослободская";NA;10;10;130
"1735";23993613;3;"Да";"Киевская";10;6;15;110
"1736";24042877;4;"Нет";"Курская";10;5;10;144
"1737";23966429;3;"Да";"Курская";NA;5;9;146
"1738";20759259;4;"Нет";"Проспект Мира";2;12;14;152
"1739";22286400;5;"Нет";"Чистые пруды";2;6;8;137
"1740";24001792;2;"Нет";"Киевская";10;10;10;140
"1741";24001790;2;"Нет";"Киевская";10;10;10;140
"1742";24001757;2;"Нет";"Киевская";10;15;15;140
"1743";24001791;2;"Нет";"Киевская";10;10;10;140
"1744";24002447;2;"Нет";"Киевская";10;10;10;140
"1745";24002448;2;"Нет";"Киевская";10;10;10;140
"1746";24002364;2;"Нет";"Киевская";10;15;15;140
"1747";24002446;2;"Нет";"Киевская";10;10;10;140
"1748";24042868;3;"Нет";"Боровицкая";5;6;9;124
"1749";21221601;2;"Нет";"Смоленская";5;8;15;75
"1750";23784985;3;"Да";"Маяковская";NA;8;12;112
"1751";23966430;3;"Да";"Курская";NA;5;9;148
"1752";24013083;4;"Да";"Киевская";10;30;47;175
"1753";24011141;4;"Нет";"Киевская";10;30;47;134
"1754";23723907;4;"Нет";"Кропоткинская";5;1;6;135
"1755";23967406;3;"Да";"Курская";NA;5;9;149
"1756";23744745;4;"Нет";"Кропоткинская";3;4;5;125
"1757";24010685;4;"Нет";"Кузнецкий Мост";10;4;17;184
"1758";24042698;4;"Нет";"Третьяковская";NA;5;5;101
"1759";24043499;4;"Нет";"Арбатская";5;4;6;125
"1760";23175010;4;"Нет";"Таганская";5;4;9;160
"1761";24043297;4;"Нет";"Киевская";NA;4;8;110
"1762";23644388;5;"Нет";"Проспект Мира";5;12;NA;152
"1763";20513748;6;"Нет";"Арбатская";NA;7;11;155
"1764";24011247;6;"Нет";"Проспект Мира";10;4;6;175
"1765";24042752;3;"Нет";"Третьяковская";NA;2;6;176
"1766";24011144;4;"Нет";"Киевская";10;26;47;164
"1767";24013084;4;"Да";"Киевская";10;26;47;165
"1768";24042688;3;"Нет";"Новослободская";NA;9;16;106
"1769";24013365;4;"Да";"Серпуховская";10;9;17;155
"1770";24011434;2;"Нет";"Чистые пруды";10;8;10;107
"1771";21767817;3;"Нет";"Смоленская";3;7;9;108
"1772";22050531;3;"Нет";"Кропоткинская";10;10;10;140
"1773";24008083;3;"Да";"Таганская";10;4;5;121
"1774";24043500;5;"Нет";"Кропоткинская";NA;5;5;NA
"1775";20513674;4;"Нет";"Чистые пруды";NA;2;5;152
"1776";20752611;4;"Нет";"Цветной бульвар";NA;2;7;160
"1777";24042689;2;"Нет";"Чистые пруды";10;8;9;107
"1778";24008080;3;"Да";"Третьяковская";10;2;3;123
"1779";20514466;1;"Нет";"Краснопресненская";NA;22;22;106
"1780";23994380;4;"Да";"Новокузнецкая";10;3;5;132
"1781";23994381;4;"Да";"Новокузнецкая";10;3;5;132
"1782";24042951;4;"Нет";"Маяковская";10;11;17;122
"1783";22572824;3;"Нет";"Маяковская";5;2;10;114
"1784";24013652;3;"Нет";"Китай-город";10;3;5;110
"1785";23852913;3;"Да";"Курская";10;7;9;148
"1786";23534542;5;"Нет";"Красные Ворота";10;6;6;125
"1787";23744804;5;"Нет";"Кропоткинская";10;4;4;248
"1788";23961306;5;"Нет";"Киевская";5;35;42;176
"1789";24013085;4;"Да";"Киевская";10;12;47;176
"1790";24013086;4;"Да";"Киевская";10;12;47;176
"1791";23806274;4;"Нет";"Киевская";20;18;50;154
"1792";22167034;2;"Нет";"Пушкинская";NA;3;7;67
"1793";24011232;4;"Нет";"Киевская";10;42;47;160
"1794";24013088;4;"Да";"Киевская";10;42;47;160
"1795";24013087;4;"Да";"Киевская";10;42;47;160
"1796";24013188;4;"Да";"Киевская";10;16;32;181
"1797";24013187;4;"Да";"Киевская";10;16;32;181
"1798";20514327;3;"Нет";"Чистые пруды";NA;2;6;135
"1799";23861336;5;"Нет";"Пушкинская";10;3;5;187
"1800";24027242;5;"Нет";"Киевская";5;2;NA;225
"1801";24042806;3;"Нет";"Сухаревская";NA;NA;NA;130
"1802";20513634;3;"Нет";"Парк культуры";NA;3;4;127
"1803";23966433;3;"Да";"Курская";NA;5;9;158
"1804";23992987;3;"Да";"Парк культуры";10;4;6;139
"1805";23798353;3;"Нет";"Маяковская";5;3;11;174
"1806";24031774;4;"Нет";"Александровский сад";NA;9;11;120
"1807";23993742;2;"Да";"Парк культуры";10;6;6;130
"1808";24002394;2;"Нет";"Киевская";10;49;49;99
"1809";24002395;2;"Нет";"Киевская";10;49;49;99
"1810";24002397;2;"Нет";"Киевская";10;49;49;99
"1811";24002095;2;"Нет";"Киевская";10;49;49;99
"1812";24002094;2;"Нет";"Киевская";10;49;49;99
"1813";24002093;2;"Нет";"Киевская";10;49;49;99
"1814";24002393;2;"Нет";"Киевская";10;49;49;99
"1815";24002392;2;"Нет";"Киевская";10;49;49;99
"1816";24002092;2;"Нет";"Киевская";10;49;49;99
"1817";24013063;2;"Да";"Киевская";10;49;47;100
"1818";24013064;2;"Да";"Киевская";10;49;47;100
"1819";20759275;2;"Нет";"Полянка";2;3;10;72
"1820";24043530;4;"Нет";"Новокузнецкая";NA;5;5;188
"1821";24013189;4;"Да";"Киевская";10;9;32;196
"1822";24013566;3;"Нет";"Чистые пруды";10;3;5;110
"1823";24043261;3;"Нет";"Новокузнецкая";5;3;6;125
"1824";23876379;4;"Нет";"Павелецкая";10;5;8;195
"1825";23923279;4;"Нет";"Киевская";10;21;48;210
"1826";23426421;5;"Нет";"Арбатская";5;2;2;133
"1827";24042367;5;"Нет";"Чистые пруды";8;1;2;150
"1828";24013089;4;"Да";"Киевская";10;21;47;210
"1829";23992583;3;"Нет";"Новокузнецкая";10;7;7;123
"1830";20516971;4;"Нет";"Чистые пруды";NA;6;6;160
"1831";23864465;3;"Нет";"Киевская";7;3;17;126
"1832";23966435;3;"Да";"Курская";NA;5;9;165
"1833";23966431;3;"Да";"Курская";NA;7;9;146
"1834";21531113;3;"Нет";"Тверская";NA;2;7;110
"1835";23315180;4;"Нет";"Киевская";20;45;50;160
"1836";22916324;3;"Нет";"Маяковская";5;2;10;125
"1837";24043507;4;"Нет";"Маяковская";NA;5;13;140
"1838";24013091;4;"Да";"Киевская";10;31;47;180
"1839";24013090;4;"Да";"Киевская";10;31;47;180
"1840";24043583;2;"Нет";"Смоленская";NA;10;11;100
"1841";23992592;3;"Нет";"Парк культуры";10;5;7;135
"1842";23993654;3;"Да";"Парк культуры";10;5;7;135
"1843";20759105;3;"Нет";"Цветной бульвар";5;5;6;106
"1844";23745094;4;"Нет";"Новослободская";NA;17;21;167
"1845";24013183;3;"Да";"Киевская";10;22;32;154
"1846";24013182;3;"Да";"Киевская";10;22;32;154
"1847";23233324;3;"Нет";"Пушкинская";5;3;5;125
"1848";20842492;4;"Нет";"Маяковская";NA;4;6;100
"1849";23992562;3;"Нет";"Новокузнецкая";10;8;10;130
"1850";24013366;5;"Да";"Серпуховская";10;3;17;205
"1851";24013092;5;"Да";"Киевская";10;33;47;175
"1852";24043394;3;"Нет";"Белорусская";NA;13;14;123
"1853";23408674;3;"Нет";"Смоленская";5;8;16;116
"1854";23992582;3;"Нет";"Новокузнецкая";10;7;10;135
"1855";23993634;2;"Да";"Новокузнецкая";10;5;10;137
"1856";24043271;3;"Нет";"Белорусская";NA;8;14;125
"1857";22075701;3;"Нет";"Новослободская";5;8;8;134
"1858";22625967;3;"Нет";"Чистые пруды";5;2;10;156
"1859";23852914;4;"Да";"Курская";10;9;9;140
"1860";23829918;3;"Да";"Новослободская";10;9;10;126
"1861";22961332;4;"Нет";"Пушкинская";NA;6;6;170
"1862";24042550;4;"Нет";"Новослободская";NA;9;15;140
"1863";24011438;3;"Нет";"Чистые пруды";10;4;10;146
"1864";24008070;3;"Да";"Новослободская";10;9;10;128
"1865";23829915;3;"Да";"Новослободская";10;9;10;128
"1866";24013096;5;"Да";"Киевская";10;3;47;240
"1867";20752592;3;"Нет";"Маяковская";NA;9;10;128
"1868";23966436;3;"Да";"Курская";NA;7;9;158
"1869";24013093;5;"Да";"Киевская";10;1;47;225
"1870";23862018;3;"Нет";"Арбатская";5;7;8;98
"1871";23771702;4;"Нет";"Курская";10;7;8;130
